entry_date,exit_date,expiry,short_ce_strike,short_pe_strike,long_ce_strike,long_pe_strike,short_ce_delta,short_pe_delta,short_ce_iv,short_pe_iv,short_ce_entry_price,short_pe_entry_price,short_ce_exit_price,short_pe_exit_price,gross_pnl_close,net_pnl_close,gross_pnl_high,net_pnl_high,total_costs,exit_reason,sl_high_hit
2019-04-15,2019-04-18,2019-04-18,11800.0,11600.0,11850.0,11500.0,0.18812219120779322,-0.19023262308464442,0.07629555979190547,0.1388042360928494,8.22475,15.31675,0.0,0.0,730.4750000000001,727.4555931135002,-331.66499999999974,-337.35184997519974,3.0194068864999997,EXPIRY,True
2019-04-22,2019-04-25,2019-04-25,11750.0,11450.0,11850.0,11350.0,0.19159775315970556,-0.14635720548038503,0.1409521335187718,0.15458868902481246,15.366,12.16475,0.0,0.0,820.825,817.2613326950001,-1018.2512499999998,-1023.6239617054748,3.5636673050000005,EXPIRY,True
2019-04-30,2019-05-02,2019-05-02,11850.0,11700.0,11900.0,11600.0,0.13090396759933906,-0.22124659072994707,0.059424119484044496,0.1380719108242337,3.3489999999999998,15.169,0.0,0.0,672.1500000000001,669.870030913,-560.7924999999998,-564.2982309886498,2.279969087,EXPIRY,True
2019-05-06,2019-05-07,2019-05-09,11800.0,11500.0,11900.0,11350.0,0.14929903820572832,-0.19482165963631773,0.12929029952038792,0.1748357688215052,10.3425,19.7985,3.6032499999999996,46.943749999999994,-904.9249999999997,-912.3107053409997,-396.40999999999985,-403.2998116832999,7.3857053409999995,SL_CLOSE,True
2019-05-13,2019-05-16,2019-05-16,11350.0,10950.0,11500.0,10800.0,0.19428220568232013,-0.1670255184038649,0.18948167446859618,0.24177496468639376,20.1925,21.669999999999998,0.0,0.0,1352.1750000000002,1346.8576542415,-1104.5499999999993,-1113.3638834654994,5.3173457585,EXPIRY,True
2019-05-20,2019-05-23,2019-05-23,12350.0,11400.0,12700.0,10900.0,0.1863328133516706,-0.18507641784631235,0.4895034920437751,0.49911590437879655,51.811,54.61825,0.0,0.0,3639.0999999999995,3625.7778256864995,-1359.4362500000007,-1384.3859618412757,13.322174313500001,EXPIRY,True
2019-05-27,2019-05-30,2019-05-30,12100.0,11750.0,12200.0,11550.0,0.15863948978172468,-0.18470548596035793,0.1655127865147772,0.17662512135663172,14.578000000000001,19.108999999999998,0.0,0.0,1039.8249999999998,1035.4990206774999,1039.8249999999998,1035.4990206774999,4.325979322499999,EXPIRY,False
2019-06-03,2019-06-06,2019-06-06,12200.0,11900.0,12300.0,11750.0,0.2210215570474195,-0.1611206620998458,0.11213476106498169,0.19157088037152945,15.31675,17.73,0.0,0.0,1068.7125,1064.51618233925,-1139.823749999999,-1146.189402064024,4.19631766075,EXPIRY,True
2019-06-10,2019-06-13,2019-06-13,12050.0,11800.0,12150.0,11650.0,0.1780663893758333,-0.2132188627127115,0.11522284984523305,0.15787693281729467,11.77075,20.53725,0.0,0.0,1125.6625000000001,1121.63882401275,-769.9049999999995,-776.6281597553996,4.02367598725,EXPIRY,True
2019-06-17,2019-06-20,2019-06-20,11850.0,11550.0,11950.0,11450.0,0.1637788876347315,-0.1765174073438388,0.14496125109252017,0.15195110017634492,13.05125,15.21825,0.0,0.0,796.8625000000002,793.1583597717502,-946.4074999999998,-952.2878699683498,3.70414022825,EXPIRY,True
2019-06-24,2019-06-27,2019-06-27,11850.0,11550.0,11950.0,11450.0,0.20595569083350393,-0.1727170580620356,0.15037918283371332,0.1694219699643333,18.124,16.548000000000002,0.0,0.0,1089.0749999999998,1084.6409080624999,-757.9825000000003,-765.7245586898503,4.4340919375,EXPIRY,True
2019-07-01,2019-07-04,2019-07-04,12000.0,11750.0,12100.0,11650.0,0.22180920158872858,-0.1773509697892481,0.11534324384361629,0.15609238822665444,15.563,16.00625,0.0,0.0,1116.6375,1112.72212818575,-763.9237499999997,-770.4146736265247,3.9153718142500002,EXPIRY,True
2019-07-08,2019-07-11,2019-07-11,11700.0,11400.0,11850.0,11300.0,0.2019421894636044,-0.16233953484426417,0.1507127034981673,0.16348384021878895,17.48375,14.578000000000001,0.0,0.0,1014.3875000000003,1010.2943459157502,-808.048749999999,-814.949632984524,4.09315408425,EXPIRY,True
2019-07-15,2019-07-18,2019-07-18,11700.0,11450.0,11750.0,11350.0,0.15462139384590193,-0.16881744577809665,0.11206273136155935,0.12992503222060564,9.30825,12.16475,0.0,0.0,662.5749999999999,659.8172728745,-339.81749999999977,-344.93458127914977,2.7577271255,EXPIRY,True
2019-07-22,2019-07-25,2019-07-25,11500.0,11200.0,11600.0,11100.0,0.15684546186876527,-0.15627941792143635,0.13310677478624056,0.15632267517011902,11.032,13.05125,0.0,0.0,694.125,690.984268194,-766.2887499999999,-771.3376827997249,3.140731806,EXPIRY,True
2019-07-29,2019-07-30,2019-08-01,11350.0,11050.0,11450.0,10950.0,0.16417072599619204,-0.15349326624305237,0.13419021418784965,0.1612936009709842,11.623000000000001,13.001999999999999,2.99425,39.737249999999996,-602.7999999999997,-609.6100266694997,-115.59999999999968,-121.93491897349968,6.810026669499999,SL_CLOSE,True
2019-08-05,2019-08-08,2019-08-08,11100.0,10650.0,11200.0,10400.0,0.15295474866042133,-0.18429867138077602,0.19739021277328453,0.28527266527655015,15.169,28.269499999999997,0.0,0.0,1354.85,1349.2854384799998,-1160.6475,-1169.91424621205,5.56456152,EXPIRY,True
2019-08-13,2019-08-14,2019-08-14,11000.0,10800.0,11100.0,10750.0,0.236098796046077,-0.1339727872047669,0.18029956973369812,0.19965600353919283,13.986999999999998,7.63375,0.0,0.0,720.7125,717.9880463672499,-715.1262499999999,-719.2899399224749,2.7244536327499995,EXPIRY,True
2019-08-19,2019-08-22,2019-08-22,11200.0,10850.0,11350.0,10700.0,0.21583224809896873,-0.16653730524222657,0.1771353303800912,0.2188179760293105,21.374499999999998,19.306,0.050749999999999997,96.78024999999998,-3300.849999999998,-3310.626812562998,-1184.0675,-1191.78006860465,9.776812563,SL_CLOSE,True
2019-08-26,2019-08-29,2019-08-29,11250.0,10850.0,11350.0,10650.0,0.1561824099502178,-0.1888357825201786,0.19014007188936638,0.23609077012888507,15.21825,24.428,0.0,0.0,1215.9875000000002,1210.8886624327502,1215.9875000000002,1210.8886624327502,5.09883756725,EXPIRY,False
2019-09-03,2019-09-05,2019-09-05,11000.0,10650.0,11100.0,10550.0,0.16241678528739673,-0.17123912665118338,0.2040833631534853,0.24941065977421759,13.740749999999998,18.2225,0.0,0.0,1014.5374999999999,1010.4601062157499,1014.5374999999999,1010.4601062157499,4.07739378425,EXPIRY,False
2019-09-09,2019-09-12,2019-09-12,11150.0,10850.0,11200.0,10750.0,0.12831264330426906,-0.1494502064405634,0.10895890019487059,0.17147748789663214,6.84575,13.14975,0.0,0.0,606.4625000000001,603.8842634317501,606.4625000000001,603.8842634317501,2.57823656825,EXPIRY,False
2019-09-16,2019-09-17,2019-09-19,11150.0,10850.0,11250.0,10750.0,0.17702190645924945,-0.16346777011861896,0.14167875188093532,0.1735253839107312,13.248249999999999,14.8735,1.7254999999999998,70.035,-1217.2999999999997,-1227.3948867354998,487.1387500000005,478.7059978447255,10.0948867355,SL_CLOSE,True
2019-09-23,2019-09-26,2019-09-26,11850.0,11350.0,12050.0,11100.0,0.173264606955166,-0.17142073516108058,0.23980255534531922,0.2641000322877896,22.90125,25.413,0.0,0.0,1461.6125000000002,1455.3791569962502,-1385.38625,-1395.629437061775,6.23334300375,EXPIRY,True
2019-09-30,2019-10-03,2019-10-03,11650.0,11350.0,11750.0,11250.0,0.20093386806488162,-0.160706620339273,0.13013156425847489,0.1810340136807244,14.972,15.907749999999998,0.0,0.0,950.2125,946.24413201525,-438.45374999999933,-445.93105271242433,3.9683679847499995,EXPIRY,True
2019-10-07,2019-10-09,2019-10-10,11300.0,11000.0,11400.0,10850.0,0.18464158899769537,-0.1962762141443781,0.14988825545566153,0.190620905109867,14.972,20.881999999999998,50.69925,2.233,-786.1749999999995,-794.8189367399995,-541.0524999999996,-549.4573981804496,8.643936740000001,SL_CLOSE,True
2019-10-14,2019-10-17,2019-10-17,11500.0,11150.0,11600.0,10950.0,0.18580054519103217,-0.19955463913019872,0.175505613191003,0.219450223059687,17.927,24.96975,86.22425,0.050749999999999997,-2761.5000000000005,-2771.1333927935007,-897.4112499999997,-906.5696267042747,9.6333927935,SL_CLOSE,True
2019-10-22,2019-10-24,2019-10-24,11750.0,11450.0,11850.0,11350.0,0.20724110064192872,-0.1472492798650165,0.17662524300605015,0.19614987184151558,17.38525,12.7065,0.0,0.0,966.6374999999999,962.81006153075,-832.1987499999997,-838.4673946155247,3.8274384692499996,EXPIRY,True
2019-10-29,2019-10-31,2019-10-31,11950.0,11650.0,12050.0,11550.0,0.14013641605874236,-0.162649869832466,0.16200740316532353,0.17155750707069561,9.89925,12.755749999999999,0.0,0.0,663.3125,660.36812379375,-681.7375,-686.54003287025,2.9443762062500003,EXPIRY,True
2019-11-04,2019-11-07,2019-11-07,12100.0,11800.0,12200.0,11650.0,0.1935599142532039,-0.18781815040149527,0.12665041138114322,0.1900983149703058,14.430250000000001,21.128249999999998,0.0,0.0,1290.7249999999997,1286.3470269024997,-871.8100000000006,-878.9916580023006,4.3779730975,EXPIRY,True
2019-11-11,2019-11-14,2019-11-14,12100.0,11800.0,12150.0,11700.0,0.14488303358304405,-0.18006560976011046,0.13473291036350354,0.14702919972060904,10.638,15.41525,0.0,0.0,764.7124999999999,761.3283232522499,764.7124999999999,761.3283232522499,3.3841767477499998,EXPIRY,False
2019-11-18,2019-11-21,2019-11-21,12050.0,11750.0,12150.0,11650.0,0.1753078644736585,-0.15283681819698372,0.12656185536639392,0.15662963513888806,12.65725,13.34675,0.0,0.0,911.9624999999999,908.7297255187499,-573.6775,-579.17097009245,3.23277448125,EXPIRY,True
2019-11-25,2019-11-28,2019-11-28,12250.0,11950.0,12300.0,11800.0,0.14051309143589738,-0.1868975262367306,0.1285377535862872,0.15215648156662662,9.89925,16.942,0.0,0.0,791.4250000000001,787.941960564,-676.4187499999999,-682.379340845125,3.4830394360000003,EXPIRY,True
2019-12-02,2019-12-05,2019-12-05,12200.0,11950.0,12300.0,11850.0,0.1911229288185268,-0.20671946731615393,0.11221848076375718,0.16020147695090753,12.7065,20.291,0.0,0.0,1147.45,1143.3382725860001,-725.3499999999999,-732.3576050935,4.111727414,EXPIRY,True
2019-12-09,2019-12-12,2019-12-12,12100.0,11800.0,12200.0,11700.0,0.15761628138908038,-0.14617141689897187,0.12104674121113834,0.1479377651572106,10.638,11.96775,0.0,0.0,749.6624999999999,746.8101375982499,-471.42625000000044,-476.39842809747546,2.8523624017499998,EXPIRY,True
2019-12-16,2019-12-18,2019-12-19,12200.0,11950.0,12300.0,11850.0,0.1694099139811083,-0.19527270680002776,0.11101359053407317,0.14284829120747722,10.785749999999998,16.79425,43.94949999999999,1.9792499999999997,-1026.8999999999996,-1033.3663203919996,-555.5999999999998,-561.6769811614998,6.466320391999999,SL_CLOSE,True
2019-12-23,2019-12-26,2019-12-26,12350.0,12150.0,12450.0,12050.0,0.23219486388738525,-0.1514757421200371,0.089606075644886,0.1114473094644319,13.248249999999999,9.653,0.0,0.0,840.5624999999998,837.7519393912497,840.5624999999998,837.7519393912497,2.81056060875,EXPIRY,False
2019-12-30,2019-12-31,2020-01-02,12400.0,12200.0,12450.0,12100.0,0.15873052665745918,-0.20059704146073015,0.06293234979043713,0.13963799824663237,5.76225,17.336000000000002,3.045,43.7465,-1013.8374999999999,-1020.2520470457499,-221.37625000000014,-227.01800468397514,6.41454704575,SL_CLOSE,True
2020-01-06,2020-01-09,2020-01-09,12200.0,11850.0,12250.0,11650.0,0.14190113014843744,-0.1836004604084864,0.13200169748584364,0.20043489158415626,10.244,21.7685,0.0,0.0,953.5625000000002,949.4178376037502,-796.6249999999998,-803.7255320824997,4.144662396249999,EXPIRY,True
2020-01-13,2020-01-16,2020-01-16,12450.0,12200.0,12550.0,12050.0,0.2188125130244676,-0.18714880419188154,0.10009328460749575,0.16538735222196113,13.79,18.86275,0.0,0.0,1180.9624999999999,1176.93810238625,-710.6087499999996,-717.4146114453247,4.02439761375,EXPIRY,True
2020-01-20,2020-01-23,2020-01-23,12400.0,12100.0,12500.0,12000.0,0.17257035071599622,-0.1466290541326676,0.12891501358675791,0.1414727230615006,13.001999999999999,11.77075,0.0,0.0,748.8999999999999,745.7033855174999,-508.9837499999999,-514.6795704323249,3.1966144825000002,EXPIRY,True
2020-01-27,2020-01-30,2020-01-30,12250.0,11950.0,12350.0,11850.0,0.21480209866284602,-0.16050962214995895,0.14134621580653034,0.16351430688271498,18.6165,15.070500000000001,0.0,0.0,1024.6,1020.2591735619999,-793.4200000000003,-800.9233712286003,4.340826438,EXPIRY,True
2020-02-03,2020-02-04,2020-02-06,11850.0,11500.0,12000.0,11350.0,0.18732234165421544,-0.16501538978622715,0.15378422860414073,0.20023522166994173,16.40025,18.46875,119.71924999999999,2.89275,-3249.637499999999,-3263.806560700749,545.4475000000004,534.9793302895505,14.16906070075,SL_CLOSE,True
2020-02-10,2020-02-12,2020-02-13,12150.0,11900.0,12250.0,11750.0,0.2156543184624171,-0.20082535935996162,0.12655782305323604,0.15525428990299758,16.6465,18.86275,75.21149999999999,1.4209999999999998,-1712.9,-1722.7677478970002,-651.2112499999998,-658.8023454332748,9.867747896999997,SL_CLOSE,True
2020-02-17,2020-02-20,2020-02-20,12200.0,11950.0,12300.0,11800.0,0.21436744885252357,-0.20941743147539377,0.14308123717709254,0.1425631194885345,18.715,18.321,12080.85,12080.85,1303.7000000000003,-211.00578048199986,-738.6349999999998,-746.6158227742998,1514.7057804820001,EXPIRY,True
2020-02-24,2020-02-27,2020-02-27,12050.0,11600.0,12150.0,11400.0,0.1586490217184856,-0.178721566943714,0.2037129838236671,0.23567871083415848,17.77925,24.3295,11633.3,11633.3,1181.7875,-277.8975392982502,-1631.2562500000004,-1639.5454343368754,1459.68503929825,EXPIRY,True
2020-03-02,2020-03-05,2020-03-05,11450.0,10650.0,11600.0,10300.0,0.15883717628765992,-0.18149289303158408,0.31476016505361687,0.5425569492753769,25.757749999999998,54.42125,11269.0,11269.0,2511.8250000000003,1092.9396667815004,2511.8250000000003,1092.9396667815004,1418.8853332185,EXPIRY,False
2020-03-09,2020-03-12,2020-03-12,10750.0,10000.0,10950.0,9650.0,0.1937297424937082,-0.1649493344702871,0.340244249603832,0.5246862380371498,33.5885,43.832499999999996,0.10149999999999999,436.5515,-15496.562499999996,-15536.508541400246,1150.4525000000012,1126.7402946874513,39.946041400249996,SL_CLOSE,True
2020-03-16,2020-03-19,2020-03-19,10000.0,8150.0,10550.0,8100.0,0.1795551998094793,-0.1777188867725426,1.0553592573911628,1.4429327040630022,80.0805,120.12075,8263.45,8263.45,2867.000000000001,1805.1290893125008,-10483.318749999999,-10525.464742802124,1061.8709106875,EXPIRY,True
2020-03-23,2020-03-26,2020-03-26,8450.0,6750.0,9150.0,6750.0,0.18587820320288884,-0.19039465039853468,1.259307878049975,1.5942253640835922,82.29675,121.352,8641.45,8641.45,2613.0750000000007,1503.1599759260007,-6496.2562499999985,-6549.238162882373,1109.915024074,EXPIRY,True
2020-03-30,2020-04-01,2020-04-01,8800.0,7700.0,9200.0,7250.0,0.177296039413579,-0.18673152426939352,0.8428008953798729,1.1790642140905583,47.427749999999996,75.99275,8253.8,8253.8,4029.3750000000005,2982.0149950935006,4029.3750000000005,2982.0149950935006,1047.3600049064999,EXPIRY,False
2020-04-07,2020-04-09,2020-04-09,9200.0,8450.0,9450.0,8000.0,0.1840249281708013,-0.1843156556836594,0.5270527558611995,0.762983516619082,33.63775,51.022999999999996,9111.9,9111.9,2639.4874999999997,1489.6537226517498,-2378.501249999999,-2396.309827664974,1149.83377734825,EXPIRY,True
2020-04-13,2020-04-16,2020-04-16,9450.0,8550.0,9700.0,8250.0,0.16864885399707621,-0.17051056836933468,0.5334590219549297,0.6274716029885286,37.77475,47.28,8992.8,8992.8,2849.5000000000005,1714.6960665495005,-2571.6412499999983,-2588.5061572626732,1134.8039334505,EXPIRY,True
2020-04-20,2020-04-21,2020-04-23,9600.0,8900.0,9800.0,8600.0,0.1711927050252288,-0.1881185809386639,0.4103985824712764,0.5084284008682486,30.58425,44.374249999999996,4.51675,108.85874999999999,-1455.0874999999996,-1473.5257572982496,-807.0099999999993,-824.8162650817993,18.438257298249997,SL_CLOSE,True
2020-04-27,2020-04-30,2020-04-30,9550.0,9000.0,9700.0,8750.0,0.1990404311321062,-0.1853788334701183,0.34676181303578546,0.4061825232886345,31.47075,34.7705,298.15624999999994,0.10149999999999999,-6122.299999999998,-6159.631109709499,-1615.3312500000002,-1629.3430580478753,37.3311097095,SL_CLOSE,True
2020-05-04,2020-05-07,2020-05-07,9650.0,8850.0,9950.0,8500.0,0.19358599564993406,-0.1852452211515088,0.4787728868845857,0.6113525248194129,41.665499999999994,52.6975,9199.05,9199.05,3152.5125,1990.7472831057498,3152.5125,1990.7472831057498,1161.76521689425,EXPIRY,False
2020-05-11,2020-05-14,2020-05-14,9500.0,8950.0,9700.0,8750.0,0.19237445439111142,-0.1942176536491005,0.36575155074161675,0.3956607705544682,31.52,35.657000000000004,9142.75,9142.75,2234.7375,1083.4242576292502,-1109.8449999999998,-1125.2375507265997,1151.31324237075,EXPIRY,True
2020-05-18,2020-05-21,2020-05-21,9200.0,8500.0,9450.0,8300.0,0.17484301783989023,-0.18038108846909962,0.4787687417955049,0.464938938520213,34.81975,36.592749999999995,9106.25,9106.25,2322.1749999999997,1174.8381219414998,-2123.65,-2138.1106682575,1147.3368780585,EXPIRY,True
2020-05-26,2020-05-27,2020-05-28,9250.0,8850.0,9350.0,8700.0,0.1562040526597034,-0.18571389831681892,0.31247797871345984,0.31522198516242383,16.6465,21.325249999999997,90.13199999999999,2.5374999999999996,-1581.1999999999991,-1594.6632611764992,508.93875000000094,497.51375032972595,13.463261176499998,SL_CLOSE,True
2020-06-01,2020-06-04,2020-06-04,10100.0,9500.0,10300.0,9250.0,0.16125816102982862,-0.16763190035839806,0.341223726807871,0.3513235633771663,25.019,27.826249999999998,10029.1,10029.1,1556.2125,295.7156639662501,-1377.5712499999995,-1389.2120781000745,1260.49683603375,EXPIRY,True
2020-06-08,2020-06-11,2020-06-11,10450.0,9900.0,10650.0,9700.0,0.16792424137404427,-0.1801040494408313,0.31205432417988815,0.3242024781192733,25.019,29.156000000000002,9902.0,9902.0,1678.525,433.8241513595001,-1176.8749999999995,-1189.0617792234996,1244.7008486405,EXPIRY,True
2020-06-15,2020-06-18,2020-06-18,10100.0,9500.0,10300.0,9200.0,0.186853426291539,-0.1835039135482066,0.35039616298167964,0.4057398377613651,30.97825,36.19875,10091.65,10091.65,2194.1375,924.1721653212498,-1413.9325,-1428.78624054435,1269.96533467875,EXPIRY,True
2020-06-22,2020-06-25,2020-06-25,10550.0,10000.0,10700.0,9650.0,0.1656797695327421,-0.18745354765942707,0.28173687713994,0.359966397291564,22.507250000000003,34.524249999999995,10288.9,10288.9,1747.7624999999998,454.3138637177499,-1234.9399999999996,-1247.8391920161996,1293.44863628225,EXPIRY,True
2020-06-29,2020-07-02,2020-07-02,10550.0,10000.0,10700.0,9800.0,0.16202875873350203,-0.18365900733846172,0.3119806535026153,0.3141344707855357,24.1325,29.20525,10551.7,10551.7,1682.3374999999999,356.5605884287497,-1173.6212499999995,-1185.4925757715744,1325.7769115712501,EXPIRY,True
2020-07-06,2020-07-09,2020-07-09,11000.0,10500.0,11100.0,10300.0,0.1537308478659538,-0.16303576387907018,0.2410961548572373,0.27289142711066944,18.37025,22.852,10813.45,10813.45,1198.3625000000002,-158.68459948274995,1198.3625000000002,-158.68459948274995,1357.0470994827501,EXPIRY,False
2020-07-13,2020-07-14,2020-07-16,11000.0,10600.0,11150.0,10450.0,0.1987747329346907,-0.1809312362984378,0.22745579181378087,0.23747054380392305,24.08325,22.753500000000003,6.4959999999999996,72.31875,-1052.1249999999989,-1064.9395986224988,-248.4987499999993,-260.5296683760243,12.8145986225,SL_CLOSE,True
2020-07-20,2020-07-23,2020-07-23,11250.0,10750.0,11400.0,10500.0,0.1533413149754145,-0.17535813888698024,0.23175981364446024,0.28502625705899165,18.0255,26.791999999999998,11215.45,11215.45,1390.8125,-16.866837931250075,1390.8125,-16.866837931250075,1407.67933793125,EXPIRY,False
2020-07-27,2020-07-30,2020-07-30,11350.0,10900.0,11500.0,10700.0,0.16544879226712808,-0.18753568752634275,0.22742079253559383,0.25464805513318856,19.65075,26.2995,11102.15,11102.15,1490.5874999999996,96.98839938874971,-868.0962500000005,-878.5063891885756,1393.59910061125,EXPIRY,True
2020-08-03,2020-08-06,2020-08-06,11150.0,10700.0,11300.0,10550.0,0.17544148912038837,-0.1812464731351176,0.25064527549859694,0.24221850320431096,22.852,23.492250000000002,11200.15,11200.15,1449.3875000000003,43.435765880750296,-1164.6987499999996,-1174.7345340370246,1405.95173411925,EXPIRY,True
2020-08-10,2020-08-13,2020-08-13,11450.0,11100.0,11600.0,10900.0,0.20371000205587106,-0.1919667383953431,0.18169360561772485,0.22142287870290067,20.7835,23.88625,11300.45,11300.45,1654.9375000000002,236.91415252075012,1654.9375000000002,236.91415252075012,1418.02334747925,EXPIRY,False
2020-08-17,2020-08-20,2020-08-20,11450.0,11050.0,11550.0,10850.0,0.15973835797233057,-0.1783874380475945,0.1759846642456482,0.23690909271648314,14.775,23.246000000000002,11312.2,11312.2,1185.475,-233.42096136750024,-681.5100000000002,-690.3563429738002,1418.8959613675001,EXPIRY,True
2020-08-24,2020-08-27,2020-08-27,11650.0,11300.0,11700.0,11100.0,0.1397714170217122,-0.19919307677699732,0.15419546762786768,0.202039364626696,11.17975,23.19675,11559.25,11559.25,1000.7125000000001,-448.66716921125,-902.8899999999996,-910.4845101601996,1449.37966921125,EXPIRY,True
2020-08-31,2020-09-03,2020-09-03,11650.0,11100.0,11850.0,10800.0,0.19723062400035438,-0.17367218542176507,0.27487408569287636,0.3200889288086665,30.338,30.8305,11527.45,11527.45,1893.7125000000003,444.93165227275017,-1735.4599999999994,-1748.3320263507994,1448.7808477272501,EXPIRY,True
2020-09-07,2020-09-10,2020-09-10,11550.0,11150.0,11700.0,10950.0,0.18022938318925444,-0.1966509485179185,0.1920525927876566,0.25127230719702554,18.912,28.171,11449.25,11449.25,1544.6875000000002,107.57409536225032,-1372.5174999999992,-1382.0689277136491,1437.11340463775,EXPIRY,True
2020-09-14,2020-09-17,2020-09-17,11650.0,11250.0,11750.0,11050.0,0.1575773034234065,-0.1892371590369955,0.18677661044051885,0.2255444020476013,15.6615,24.231,11516.1,11516.1,1238.45,-206.17846764399997,1238.45,-206.17846764399997,1444.628467644,EXPIRY,False
2020-09-21,2020-09-24,2020-09-24,11500.0,11000.0,11650.0,10800.0,0.16383441835221788,-0.1796187003336463,0.23901121256100738,0.280906526392153,20.635749999999998,27.826249999999998,0.10149999999999999,191.68274999999997,-8019.324999999999,-8035.155279152499,-1277.1574999999998,-1287.6776881128499,15.830279152499998,SL_CLOSE,True
2020-09-28,2020-10-01,2020-10-01,11400.0,11050.0,11500.0,10850.0,0.1748270731786314,-0.2011861182524633,0.16750320698066454,0.22506531213203324,15.710749999999999,25.65925,11416.95,11416.95,1342.775,-89.59219233549993,-1026.7875,-1035.6192351687498,1432.3671923355,EXPIRY,True
2020-10-05,2020-10-07,2020-10-08,11700.0,11300.0,11800.0,11100.0,0.15860195648991177,-0.18052311003373556,0.17194768706646332,0.23318479108117712,14.62725,23.738500000000002,73.94274999999999,2.7405,-1378.4749999999995,-1389.6560957404995,-537.5887499999999,-546.6070243092249,11.181095740499998,SL_CLOSE,True
2020-10-12,2020-10-15,2020-10-15,12150.0,11700.0,12300.0,11500.0,0.2012493736706953,-0.18609312699992106,0.22880984624900996,0.2526201204351588,27.186,27.727749999999997,11680.35,11680.35,1806.8124999999998,339.8258995912497,1806.8124999999998,339.8258995912497,1466.98660040875,EXPIRY,False
2020-10-19,2020-10-22,2020-10-22,12050.0,11700.0,12200.0,11500.0,0.21185296600951123,-0.19884077600306654,0.18318315228387466,0.2119314766745698,23.19675,25.16675,11896.45,11896.45,1733.0500000000002,240.017300406,-706.0099999999993,-716.9022508622993,1493.0326995940002,EXPIRY,True
