date,open,high,low,close,volume
2023-09-14,47663,47680,47444,47576,850
2023-09-15,47600,47876,47600,47847,759
2023-09-18,48250,48250,47811,47987,501
2023-09-19,47972,48087,47972,47991,221
2023-09-20,47979,48050,47931,48043,661
2023-09-21,47949,47980,47658,47790,446
2023-09-22,47850,48050,47651,47824,1250
2023-09-25,47650,48090,47462,48004,481
2023-09-26,48110,48999,47995,48174,32
2023-09-27,47990,48099,47990,48010,9
2023-09-28,47649,47800,47200,47403,17
2023-09-29,47682,48495,47111,46260,54
2023-10-03,46575,46575,45863,46181,2061
2023-10-04,46133,46133,45901,45930,1530
2023-10-05,46033,46058,45780,45856,870
2023-10-06,45856,46020,45740,45996,1266
2023-10-09,46188,46450,46124,46404,1453
2023-10-10,46577,46577,46408,46470,620
2023-10-11,46530,46614,46255,46573,701
2023-10-12,46666,46700,46425,46447,799
2023-10-13,46499,47386,46435,47350,2851
2023-10-16,47299,47450,47101,47390,1044
2023-10-17,47333,47646,47256,47521,1032
2023-10-18,47688,48140,47633,48077,2017
2023-10-19,48040,48240,47864,48186,1420
2023-10-20,48233,48899,48233,48772,1720
2023-10-23,48695,49140,48525,49050,1089
2023-10-24,48735,48890,48312,48435,684
2023-10-25,48470,48808,48200,48465,321
2023-10-26,48944,48998,48460,48952,22
2023-10-27,49060,49060,48919,48996,3
2023-10-30,48996,49499,48996,49436,18
2023-10-31,49397,49644,49397,49521,2
2023-11-01,49195,49355,49120,49204,1493
2023-11-02,49210,49340,49210,49277,869
2023-11-03,49250,49444,49250,49316,841
2023-11-06,49251,49327,49192,49221,785
2023-11-07,49153,49168,48810,48919,2351
2023-11-08,48932,48987,48730,48823,861
2023-11-09,48823,48823,48459,48764,2301
2023-11-10,48749,48837,48503,48523,1118
2023-11-12,48588,48650,48480,48546,159
2023-11-13,48502,48599,48388,48525,729
2023-11-14,48525,48788,48504,48734,628
2023-11-15,48799,48890,48702,48758,974
2023-11-16,48784,48999,48676,48935,816
2023-11-17,48950,49201,48933,48962,1067
2023-11-20,48974,49023,48650,48959,703
2023-11-21,49001,49274,49001,49241,1230
2023-11-22,49200,49387,49170,49212,490
2023-11-23,49220,49700,49015,49150,869
2023-11-24,49122,49298,48966,49120,247
2023-11-27,49500,49500,49500,49500,1
2023-11-28,49809,49830,49600,49732,70
2023-11-29,50200,50400,49313,50104,8
2023-11-30,50400,50900,50369,50153,18
2023-12-01,50487,50749,50350,50720,1534
2023-12-04,50801,51300,50277,50353,3258
2023-12-05,50401,50797,50125,50216,2048
2023-12-06,50200,50476,50026,50355,1442
2023-12-07,50385,50520,50300,50402,1039
2023-12-08,50402,50494,50111,50136,1786
2023-12-11,50255,50407,49681,49696,2443
2023-12-12,49799,49799,49460,49550,1890
2023-12-13,49584,49611,49412,49556,1290
2023-12-14,50398,50678,50010,50296,1980
2023-12-15,50217,50350,50090,50110,576
2023-12-18,50100,50173,49914,50067,601
2023-12-19,50042,50298,50012,50246,761
2023-12-20,50284,50293,50112,50215,576
2023-12-21,50215,50346,50101,50215,1195
2023-12-22,50287,50501,50000,50226,420
2023-12-26,50848,50888,50607,50868,30
2023-12-27,51007,52299,50996,51149,53
2023-12-28,51381,51548,51222,51278,25
2023-12-29,51988,51988,51149,50554,41
2024-01-01,50955,51155,50955,51064,187
2024-01-02,51144,51330,51090,51143,1088
2024-01-03,51143,51185,50569,50617,2453
2024-01-04,50750,50790,50611,50751,887
2024-01-05,50725,50910,50440,50682,1945
2024-01-08,50620,50665,50100,50342,1746
2024-01-09,50428,50486,50260,50278,790
2024-01-10,50242,50398,50240,50256,689
2024-01-11,50276,50396,50101,50164,752
2024-01-12,50301,50610,50270,50494,1076
2024-01-15,50594,50650,50565,50603,534
2024-01-16,50659,50659,50331,50398,462
2024-01-17,50398,50444,50180,50213,744
2024-01-18,50202,50202,49930,50077,977
2024-01-19,50120,50200,50020,50110,465
2024-01-22,50204,50204,49951,50051,261
2024-01-23,50026,50127,49758,49863,1323
2024-01-24,49900,50134,49601,49774,814
2024-01-25,49561,50999,49560,50195,12
2024-01-29,50389,50999,50202,50436,9
2024-01-30,50999,50999,50324,50533,6
2024-01-31,50500,50500,50500,50274,1
2024-02-01,50348,50553,50203,50423,1244
2024-02-02,50409,50525,50200,50261,952
2024-02-05,50185,50234,49950,50071,1064
2024-02-06,50071,50198,49981,50157,650
2024-02-07,50111,50400,50091,50191,505
2024-02-08,50150,50188,49900,50098,726
2024-02-09,50149,50150,50001,50062,419
2024-02-12,50011,50118,49972,50011,514
2024-02-13,50052,50092,49650,49732,877
2024-02-14,49720,49755,49510,49670,608
2024-02-15,49680,49780,49563,49702,681
2024-02-16,49730,49810,49665,49789,491
2024-02-19,49825,49875,49775,49796,699
