date,open,high,low,close,volume
2026-04-06 12:30:00,23082.5,23082.6,23013.1,23014.0,2535
2026-04-06 12:35:00,23014.0,23045.9,23010.2,23027.1,4225
2026-04-06 12:40:00,23027.1,23041.0,23018.5,23041.0,1430
2026-04-06 12:45:00,23041.0,23122.0,23041.0,23122.0,15015
2026-04-06 12:50:00,23122.0,23152.1,23120.0,23149.8,10010
2026-04-06 12:55:00,23149.8,23180.0,23149.8,23164.0,6435
2026-04-06 13:00:00,23164.0,23185.0,23131.1,23148.2,3250
2026-04-06 13:05:00,23148.2,23175.0,23139.1,23175.0,3315
2026-04-06 13:10:00,23175.0,23249.9,23175.0,23240.0,20930
2026-04-06 13:15:00,23240.0,23260.0,23226.0,23245.5,6890
2026-04-06 13:20:00,23245.5,23284.6,23245.5,23257.4,15210
2026-04-06 13:25:00,23257.4,23266.2,23244.3,23250.0,3770
2026-04-06 13:30:00,23250.0,23275.0,23250.0,23267.3,2795
2026-04-06 13:35:00,23267.3,23280.0,23251.0,23251.0,2535
2026-04-06 13:40:00,23251.0,23255.1,23219.9,23230.0,2925
2026-04-06 13:45:00,23230.0,23246.2,23220.0,23230.0,1495
2026-04-06 13:50:00,23230.0,23261.4,23222.2,23258.8,1495
2026-04-06 13:55:00,23258.8,23260.1,23240.0,23240.0,1430
2026-04-06 14:00:00,23240.0,23268.0,23240.0,23260.0,1820
2026-04-06 14:05:00,23260.0,23274.0,23250.0,23250.0,1365
2026-04-06 14:10:00,23250.0,23288.0,23245.0,23288.0,3185
2026-04-06 14:15:00,23288.0,23300.0,23270.1,23290.9,3380
2026-04-06 14:20:00,23290.9,23308.5,23280.9,23280.9,2860
2026-04-06 14:25:00,23280.9,23290.0,23260.0,23280.9,2080
2026-04-06 14:30:00,23280.9,23305.0,23280.0,23305.0,3575
2026-04-06 14:35:00,23305.0,23310.6,23290.0,23306.0,2405
2026-04-06 14:40:00,23306.0,23306.0,23277.0,23297.2,650
2026-04-06 14:45:00,23297.2,23300.0,23293.5,23293.5,650
2026-04-06 14:50:00,23293.5,23310.0,23290.0,23296.0,1560
2026-04-06 14:55:00,23296.0,23302.8,23258.5,23302.8,1950
2026-04-06 15:00:00,23302.8,23343.0,23302.8,23330.0,4290
2026-04-06 15:05:00,23330.0,23354.3,23330.0,23350.4,3900
2026-04-06 15:10:00,23350.4,23373.8,23345.5,23370.0,6890
2026-04-06 15:15:00,23370.0,23370.0,23335.2,23345.0,3510
2026-04-06 15:20:00,23345.0,23349.7,23333.0,23345.0,4875
2026-04-06 15:25:00,23345.0,23347.9,23323.0,23345.0,6435
2026-04-07 09:15:00,23217.0,23217.0,23105.4,23146.1,14625
2026-04-07 09:20:00,23146.1,23184.6,23126.0,23175.0,6630
2026-04-07 09:25:00,23175.0,23249.9,23175.0,23231.9,10595
2026-04-07 09:30:00,23231.9,23245.0,23200.0,23200.0,9425
2026-04-07 09:35:00,23200.0,23225.7,23186.0,23199.9,18005
2026-04-07 09:40:00,23199.9,23219.9,23147.3,23162.7,10270
2026-04-07 09:45:00,23162.7,23201.2,23155.0,23170.6,10465
2026-04-07 09:50:00,23170.6,23200.0,23170.6,23200.0,5785
2026-04-07 09:55:00,23200.0,23240.0,23199.9,23240.0,11115
2026-04-07 10:00:00,23240.0,23274.1,23230.1,23274.1,16510
2026-04-07 10:05:00,23274.1,23285.7,23243.8,23243.8,9035
2026-04-07 10:10:00,23243.8,23265.0,23243.8,23265.0,4550
2026-04-07 10:15:00,23265.0,23300.0,23265.0,23299.0,2795
2026-04-07 10:20:00,23299.0,23310.0,23269.0,23270.0,2210
2026-04-07 10:25:00,23270.0,23301.0,23270.0,23301.0,585
2026-04-07 10:30:00,23301.0,23302.0,23280.0,23280.0,1170
2026-04-07 10:35:00,23280.0,23280.7,23247.0,23280.7,975
2026-04-07 10:40:00,23280.7,23308.5,23280.2,23303.0,3380
2026-04-07 10:45:00,23303.0,23303.0,23269.0,23274.6,715
2026-04-07 10:50:00,23274.6,23287.5,23205.0,23210.0,3835
2026-04-07 10:55:00,23210.0,23249.1,23195.0,23195.7,1950
2026-04-07 11:00:00,23195.7,23208.9,23180.0,23206.1,1495
2026-04-07 11:05:00,23206.1,23235.0,23200.0,23226.7,1560
2026-04-07 11:10:00,23226.7,23235.2,23200.0,23211.4,11960
2026-04-07 11:15:00,23212.6,23254.5,23212.6,23251.9,12090
2026-04-07 11:20:00,23251.9,23288.5,23248.6,23284.5,3835
2026-04-07 11:25:00,23284.5,23300.0,23274.1,23290.6,1885
2026-04-07 11:30:00,23290.6,23296.7,23284.5,23296.7,1300
2026-04-07 11:35:00,23296.7,23310.4,23274.8,23310.4,1365
2026-04-07 11:40:00,23310.4,23310.4,23265.2,23275.0,715
2026-04-07 11:45:00,23275.0,23280.0,23258.0,23266.0,780
2026-04-07 11:50:00,23266.0,23281.7,23260.9,23281.7,780
2026-04-07 11:55:00,23281.7,23328.9,23281.7,23320.7,7475
2026-04-07 12:00:00,23320.7,23328.6,23277.0,23285.3,2925
2026-04-07 12:05:00,23285.3,23299.0,23270.1,23298.5,3055
2026-04-07 12:10:00,23298.5,23298.5,23261.0,23261.0,715
2026-04-07 12:15:00,23261.0,23290.0,23261.0,23274.7,390
2026-04-07 12:20:00,23274.7,23274.7,23250.1,23260.0,520
2026-04-07 12:25:00,23260.0,23267.8,23252.0,23267.8,1950
2026-04-07 12:30:00,23267.8,23273.8,23267.8,23273.8,65
2026-04-07 12:35:00,23273.8,23289.9,23270.0,23289.9,390
2026-04-07 12:40:00,23289.9,23296.6,23280.9,23296.6,455
2026-04-07 12:45:00,23296.6,23296.6,23271.6,23280.7,455
2026-04-07 12:50:00,23280.7,23292.7,23274.9,23280.2,455
2026-04-07 12:55:00,23280.2,23293.0,23257.9,23257.9,455
2026-04-07 13:00:00,23257.9,23279.0,23250.0,23279.0,1820
2026-04-07 13:05:00,23279.0,23279.0,23270.0,23270.0,325
2026-04-07 13:10:00,23270.0,23296.0,23251.6,23290.0,2275
2026-04-07 13:15:00,23290.0,23315.0,23280.0,23313.0,1820
2026-04-07 13:20:00,23313.0,23313.0,23289.9,23292.0,1755
2026-04-07 13:25:00,23292.0,23301.9,23276.0,23300.0,2665
2026-04-07 13:30:00,23300.0,23386.0,23300.0,23355.5,9360
2026-04-07 13:35:00,23355.5,23377.8,23350.0,23377.8,1950
2026-04-07 13:40:00,23377.8,23410.3,23358.3,23397.2,8125
2026-04-07 13:45:00,23397.2,23408.3,23352.8,23365.7,9165
2026-04-07 13:50:00,23365.7,23393.0,23347.4,23390.0,3965
2026-04-07 13:55:00,23390.0,23390.0,23318.0,23340.1,5785
2026-04-07 14:00:00,23340.1,23365.0,23332.0,23365.0,5395
2026-04-07 14:05:00,23365.0,23370.0,23346.0,23360.0,3185
2026-04-07 14:10:00,23360.0,23365.0,23345.0,23360.0,1885
2026-04-07 14:15:00,23360.0,23376.4,23348.0,23350.0,4940
2026-04-07 14:20:00,23350.0,23362.5,23340.0,23351.9,4420
2026-04-07 14:25:00,23351.9,23379.0,23350.0,23369.7,1755
2026-04-07 14:30:00,23369.7,23398.0,23360.0,23385.2,3445
2026-04-07 14:35:00,23385.2,23388.0,23350.0,23355.0,2925
2026-04-07 14:40:00,23355.0,23375.0,23354.9,23375.0,9620
2026-04-07 14:45:00,23375.0,23400.0,23370.0,23400.0,2340
2026-04-07 14:50:00,23400.0,23414.9,23395.0,23403.4,4485
2026-04-07 14:55:00,23403.4,23446.6,23403.4,23444.0,8905
2026-04-07 15:00:00,23444.0,23460.0,23420.0,23455.0,13715
2026-04-07 15:05:00,23455.0,23468.4,23450.2,23450.2,4810
2026-04-07 15:10:00,23450.2,23455.9,23425.2,23442.3,8190
2026-04-07 15:15:00,23442.3,23453.2,23435.0,23445.7,5330
2026-04-07 15:20:00,23445.7,23459.3,23445.3,23457.3,7150
2026-04-07 15:25:00,23457.1,23475.4,23457.1,23474.0,9685
2026-04-08 09:15:00,24117.1,24224.0,24098.4,24200.0,41600
2026-04-08 09:20:00,24200.0,24239.9,24180.0,24180.0,18590
2026-04-08 09:25:00,24180.0,24216.5,24175.0,24187.9,10075
2026-04-08 09:30:00,24187.9,24229.9,24187.9,24210.0,8320
2026-04-08 09:35:00,24210.0,24235.8,24210.0,24235.0,6305
2026-04-08 09:40:00,24235.0,24241.4,24223.1,24236.0,6435
2026-04-08 09:45:00,24236.0,24277.4,24236.0,24270.0,8905
2026-04-08 09:50:00,24270.0,24284.5,24236.1,24252.2,6955
2026-04-08 09:55:00,24252.2,24261.0,24217.1,24231.2,4095
2026-04-08 10:00:00,24231.2,24240.3,24225.0,24225.0,4225
2026-04-08 10:05:00,24225.0,24260.4,24220.9,24228.9,4680
2026-04-08 10:10:00,24228.9,24231.0,24205.0,24205.0,2860
2026-04-08 10:15:00,24205.0,24238.9,24196.7,24220.0,2860
2026-04-08 10:20:00,24220.0,24237.0,24210.0,24216.1,1560
2026-04-08 10:25:00,24216.1,24247.3,24212.1,24239.0,2990
2026-04-08 10:30:00,24239.0,24250.0,24234.6,24250.0,1625
2026-04-08 10:35:00,24250.0,24251.0,24229.5,24248.3,2275
2026-04-08 10:40:00,24248.3,24270.0,24238.0,24270.0,1885
2026-04-08 10:45:00,24270.0,24285.0,24257.8,24275.0,2730
2026-04-08 10:50:00,24275.0,24300.0,24268.5,24300.0,4355
2026-04-08 10:55:00,24300.0,24318.2,24297.8,24312.4,6045
2026-04-08 11:00:00,24312.4,24331.5,24312.4,24320.0,4680
2026-04-08 11:05:00,24320.0,24330.0,24311.1,24327.0,3250
2026-04-08 11:10:00,24327.0,24330.0,24310.9,24323.9,4160
2026-04-08 11:15:00,24323.9,24340.0,24313.1,24320.0,2080
2026-04-08 11:20:00,24320.0,24343.7,24320.0,24343.0,2535
2026-04-08 11:25:00,24343.0,24343.0,24317.0,24317.0,2210
2026-04-08 11:30:00,24317.0,24326.7,24314.0,24314.0,1690
2026-04-08 11:35:00,24314.0,24325.0,24289.8,24301.8,4030
2026-04-08 11:40:00,24301.8,24323.6,24301.0,24323.0,1430
2026-04-08 11:45:00,24323.0,24326.0,24322.9,24323.6,455
2026-04-08 11:50:00,24323.6,24323.6,24280.0,24280.5,1755
2026-04-08 11:55:00,24280.5,24290.1,24275.0,24275.0,1820
2026-04-08 12:00:00,24275.0,24289.2,24275.0,24275.2,390
2026-04-08 12:05:00,24275.2,24310.5,24275.2,24305.0,1170
2026-04-08 12:10:00,24305.0,24306.0,24300.0,24305.0,1235
2026-04-08 12:15:00,24305.0,24309.9,24300.1,24300.1,975
2026-04-08 12:20:00,24300.1,24305.0,24299.0,24300.0,520
2026-04-08 12:25:00,24300.0,24300.0,24290.1,24290.1,1040
2026-04-08 12:30:00,24290.1,24290.1,24247.0,24250.0,3250
2026-04-08 12:35:00,24250.0,24263.6,24250.0,24261.0,1235
2026-04-08 12:40:00,24261.0,24272.1,24250.0,24272.1,650
2026-04-08 12:45:00,24272.1,24290.0,24265.1,24288.0,1170
2026-04-08 12:50:00,24288.0,24299.0,24288.0,24296.8,260
2026-04-08 12:55:00,24296.8,24325.0,24296.8,24323.7,1300
2026-04-08 13:00:00,24323.7,24324.3,24300.0,24300.0,520
2026-04-08 13:05:00,24300.0,24310.0,24296.0,24310.0,1300
2026-04-08 13:10:00,24310.0,24321.8,24310.0,24310.0,1625
2026-04-08 13:15:00,24310.0,24315.0,24310.0,24315.0,780
2026-04-08 13:20:00,24315.0,24321.8,24310.0,24321.8,715
2026-04-08 13:25:00,24321.8,24325.0,24310.3,24325.0,1885
2026-04-08 13:30:00,24325.0,24325.0,24310.0,24325.0,1625
2026-04-08 13:35:00,24325.0,24350.0,24325.0,24350.0,6630
2026-04-08 13:40:00,24350.0,24350.0,24315.0,24315.0,3315
2026-04-08 13:45:00,24315.0,24325.0,24315.0,24318.0,1820
2026-04-08 13:50:00,24318.0,24330.0,24313.2,24313.2,2470
2026-04-08 13:55:00,24313.2,24328.5,24313.2,24320.7,455
2026-04-08 14:00:00,24320.7,24320.7,24313.3,24314.0,585
2026-04-08 14:05:00,24314.0,24315.9,24291.7,24303.8,1365
2026-04-08 14:10:00,24303.8,24312.0,24290.9,24290.9,1820
2026-04-08 14:15:00,24290.9,24305.5,24290.5,24305.5,2210
2026-04-08 14:20:00,24305.5,24331.0,24303.9,24314.5,3510
2026-04-08 14:25:00,24314.5,24327.9,24312.2,24318.6,2730
2026-04-08 14:30:00,24318.6,24337.5,24313.9,24320.3,2665
2026-04-08 14:35:00,24320.3,24335.9,24319.9,24321.7,3445
2026-04-08 14:40:00,24321.7,24350.0,24321.7,24350.0,4355
2026-04-08 14:45:00,24350.0,24365.7,24328.4,24329.1,4485
2026-04-08 14:50:00,24329.1,24344.4,24314.2,24325.9,2470
2026-04-08 14:55:00,24325.9,24345.0,24325.9,24345.0,1495
