date,f,atm_strike,atm_iv,ivp_252
2021-04-20,14296.2,14300.0,0.21195389316838778,45.63492063492063
2021-04-22,14403.6,14400.0,0.21195389316838778,45.83333333333333
2021-04-23,14338.6,14350.0,0.22634719476870124,60.71428571428571
2021-04-26,14486.2,14500.0,0.25111895889220825,71.03174603174604
2021-04-27,14644.7,14650.0,0.22133052886492635,55.55555555555556
2021-04-28,14855.3,14850.0,0.23047747167794153,62.698412698412696
2021-04-29,14894.9,14900.0,0.23047747167794153,62.89682539682539
2021-04-30,14690.8,14700.0,0.22489782159466232,60.317460317460316
2021-05-03,14685.8,14700.0,0.2502307891650518,72.61904761904762
2021-05-04,14549.3,14550.0,0.2544755336160969,75.39682539682539
2021-05-05,14679.1,14700.0,0.24416739180113273,70.23809523809523
2021-05-06,14769.95,14750.0,0.24416739180113273,70.43650793650794
2021-05-07,14869.55,14850.0,0.18122505262499977,21.825396825396826
2021-05-10,14984.65,15000.0,0.2037089987499579,42.46031746031746
2021-05-11,14878.25,14900.0,0.20589589061070912,43.25396825396825
2021-05-12,14710.05,14700.0,0.20589589061070912,43.452380952380956
2021-05-14,14714.95,14700.0,0.16771784570787748,11.507936507936508
2021-05-17,14952.1,14950.0,0.17961086885411892,21.03174603174603
2021-05-18,15144.85,15150.0,0.17823289926604752,19.841269841269842
2021-05-19,15059.45,15050.0,0.19624902191809007,40.476190476190474
2021-05-20,14933.25,14950.0,0.19624902191809007,40.67460317460318
2021-05-21,15206.2,15200.0,0.14971812053887648,3.571428571428571
2021-05-24,15202.65,15200.0,0.1717811409824822,15.873015873015872
2021-05-25,15218.0,15200.0,0.1658303360513645,9.126984126984127
2021-05-26,15303.0,15300.0,0.16382652515913043,7.936507936507936
2021-05-27,15337.85,15350.0,0.16382652515913043,8.134920634920634
2021-05-28,15463.85,15450.0,0.13691575342686785,1.1904761904761905
2021-05-31,15583.2,15600.0,0.15695783092226911,4.761904761904762
2021-06-01,15618.15,15600.0,0.15562755693334526,4.761904761904762
2021-06-02,15616.75,15600.0,0.1447562208234766,1.984126984126984
2021-06-03,15712.4,15700.0,0.1447562208234766,2.1825396825396823
2021-06-04,15700.85,15700.0,0.12468787221497367,0.3968253968253968
2021-06-07,15784.85,15800.0,0.1473694821183072,4.365079365079365
2021-06-08,15768.6,15750.0,0.13904874649750631,1.984126984126984
2021-06-09,15660.25,15650.0,0.14753590331820124,5.555555555555555
2021-06-10,15751.25,15750.0,0.14753590331820124,5.753968253968254
2021-06-11,15817.3,15800.0,0.11171337971047976,0.3968253968253968
